Title,URL,Location,Total Price,Area,Price per m²,Property Type,Rooms,Plot Area,Description,Image
Dom z garażem,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-garazem/25479930.html",Wilanów Warszawa,5 500 000 zł,360 m²,15 278 zł/m²,dom wolnostojący,7,750 m²,"Eurovilla prezentuje dom po generalnym remoncie, z garażem 43m2 na dwa auta w bryle budynku. Ładny, przestronny i jasny salon w najwyższym miejscu 5m, wykończony materiałami...",https://i.st-nieruchomosci-online.pl/8gn95hc/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/24908822.html",Zawady Warszawa,2 899 000 zł,214 m²,"13 546,73 zł/m²",bliźniak,5,500 m²,": krótko: wilanów, zawady | połowa bliźniaka o powierzchni 214 m2 w stanie deweloperskim | nowoczesny dom o unikalnej, ponadczasowej bryle | nad rzeką Wilanówką | oddanie II kwartał...",https://i.st-nieruchomosci-online.pl/898pm5c/dom-warszawa.jpg
Dom z tarasem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-garazem/25565796.html",Ursynów Warszawa,2 499 000 zł,535 m²,"4 671,03 zł/m²",dom wolnostojący,8,746 m²,"Bardzo atrakcyjna oferta , przestronnego, wolnostojący domu położonego na działce o powierzchni 746 mkw na Ursynowie, w sąsiedztwie Lasu Kabackiego. Nieruchomość o doskonałym...",https://i.st-nieruchomosci-online.pl/8h37w8c/dom-warszawa.jpg
Dom z garażem,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,podpiwniczony/25464813.html",Wilanów Warszawa,4 590 000 zł,363 m²,"12 644,63 zł/m²",dom wolnostojący,7,738 m²,"English below Русский язык дальше dla rodziny / na biuro / pod wynajem /pod hostel Dom jednorodzinny, kompletnie odnowiony (dach, wszystkie instalacje elektryczne, co, wod-kan, elewacja, nowe...",https://i.st-nieruchomosci-online.pl/8gbp1pc/dom-warszawa.jpg
"Willa z tarasem, ul. Zbójnogórska","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/22991525.html",Wawer Warszawa,4 499 000 zł,338 m²,"13 310,65 zł/m²",rezydencja,8,1 391 m²,Mam zaszczyt zaprezentować Państwu wyjątkowy dom położony w Radości blisko Mazowieckiego Parku Krajobrazowego w Warszawie. Lokalizacja Wawer - Radość Willa usytuowana w otulinie drzew...,https://i.st-nieruchomosci-online.pl/8s4crgc/dom-warszawa.jpg
Dom z garażem,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25507616.html",Bemowo Warszawa,1 850 000 zł,160 m²,"11 562,50 zł/m²",bliźniak,6,536 m²,"Na sprzedaż przestronny domu w spokojnej okolicy warszawskiego Bemowa, niedaleko lasu i 500m od przystanku tramwajowego. Nieruchomość o powierzchni użytkowej 160 m2, położona jest na...",https://i.st-nieruchomosci-online.pl/8hg5yvc/dom-warszawa-sprzedaz.jpg
"Dom bliźniak, ul. Echa Leśne","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25043634.html",Białołęka Warszawa,1 250 000 zł,220 m²,"5 681,82 zł/m²",bliźniak,4,712 m²,"Dom (blizniak) o wysokim standardzie wykończenia gotowy do zamieszkania. Rok budowy: 2002/2003. Dom jest oddalony zaledwie 5 km od Lasku Bródnowskiego. Nieruchomość ma 4 pokoje, 3 sypialnie, garaż,...",https://i.st-nieruchomosci-online.pl/8wmwbqc/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25331272.html",Sadyba Warszawa,3 600 000 zł,340 m²,"10 588,24 zł/m²",część domu,6,250 m²,Mamy przyjemność zaprezentować Państwu wyjątkową nieruchomość na sprzedaż. Jest to piękny segment w cichej i spokojnej okolicy w dzielnicy Mokotów na Sadybie. Układ funkcjonalny:...,https://i.st-nieruchomosci-online.pl/8ydkcnc/dom-warszawa.jpg
"Dom z garażem, ul. Żwanowiecka","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,podpiwniczony/25311167.html",Wawer Warszawa,12 900 000 zł,860 m²,15 000 zł/m²,dom wolnostojący,6,5 600 m²,"Do sprzedaży reprezentacyjna rezydencja położona na dużej działce o pow. 5 600 m 2. Dom kryty dachówką ceramiczną. Na poziomie piwnic znajduje się: - barek z niewielką kuchnią, -Sala...",https://i.st-nieruchomosci-online.pl/82rxm5c/dom-warszawa.jpg
Dom z loggią Warszawa,"https://warszawa.nieruchomosci-online.pl/umeblowany,dom-wolnostojacy/24755469.html",Ursus Warszawa,4 500 000 zł,400 m²,11 250 zł/m²,dom wolnostojący,20,763 m²,"Dom funkcjonujący, jako pensjonat, posadowiony na działce o pow. 763 m2, urokliwie urządzony, z dużą znajomością rzeczy ze strony Właścicielki, z dbałością o szczegóły...",https://i.st-nieruchomosci-online.pl/h17kbtc/budynek-uzytkowy-warszawa.jpg
"Dom z garażem, ul. Migdałowa","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25386584.html",Ursynów Warszawa,2 999 000 zł,255 m²,"11 760,78 zł/m²",dom szeregowy,11,140 m²,"Oferuję do sprzedaży budynek biurowy umiejscowiony na działce o powierzchni 140m2 przy ulicy Migdałowej na Ursynowie. Działka ma kształt trójkąta, jest w użytkowaniu wieczystym. Budynek dwu...",https://i.st-nieruchomosci-online.pl/8f45k6c/dom-warszawa.jpg
"Dom, ul. Pułtuska","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25553828.html",Praga-Południe Warszawa,960 000 zł,63 m²,"15 238,10 zł/m²",kamienica,3,199 m²,"Czy marzysz o przytulnym domu, w którym każdy metr jest przemyślany, a rachunki nie przyprawiają o zawrót głowy? Ten urokliwy dom przy ul. Pułtuskiej 7a to idealne rozwiązanie dla...",https://i.st-nieruchomosci-online.pl/88qh68c/dom-warszawa.jpg
Dom bliźniak,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25594079.html",Ursynów Warszawa,1 250 000 zł,"116,30 m²","10 748,07 zł/m²",bliźniak,5,175 m²,"Zapraszamy do zapoznania się z naszą inwestycją osiedla zacisze ursynów, która składa się z domów w zabudowie bliźniaczej oraz czterolokalowej - aż 18 lokali w ofercie! 2 miejsca...",https://i.st-nieruchomosci-online.pl/88t32dc/dom-z-parkingiem.jpg
"Dom wolnostojący, ul. Europejska","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-parkingiem/25177109.html",Powsinek Warszawa,4 700 000 zł,450 m²,"10 444,44 zł/m²",dom wolnostojący,10,620 m²,"Avenue Estate prezentuje niecodzienny, komfortowy dom z dużym ogrodem, położony prestiżowej dzielnicy Warszawy- wilanowie. Atuty - Bliskość terenów rekreacyjnych: parku w Wilanowie, jeziorka...",https://i.st-nieruchomosci-online.pl/8sdw7sc/dom-warszawa.jpg
"Dom z garażem, ul. Wrzeciono","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/24765044.html",Bielany Warszawa,2 300 000 zł,"205,80 m²","11 175,90 zł/m²",dom szeregowy,6,60 m²,"Do sprzedaży dom w zabudowie szeregowej o powierzchni całkowitej 205,8m2 , jedno piętrowy, podpiwniczony z garażem 16m2 w bryle budynku. Wybudowany w technologii tradycyjnej,...",https://i.st-nieruchomosci-online.pl/hn31p8c/dom-warszawa.jpg
"Dom wolnostojący, ul. Gajdy","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-parkingiem/25311075.html",Ursynów Warszawa,4 740 000 zł,430 m²,"11 023,26 zł/m²",dom wolnostojący,14,640 m²,"Oferujemy na sprzedaż działający biznes dom studencki o powierzchni 430 metrów kwadratowych. Dom jest w pełni wynajęty z 99% obłożeniem przez ostatnie 7 lat. 14 pokoje mieszkalnych,...",https://i.st-nieruchomosci-online.pl/82rr5mc/dom-warszawa.jpg
Dom bliźniak Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/23505206.html",Anin Warszawa,1 750 000 zł,153 m²,"11 437,91 zł/m²",bliźniak,5,400 m²,Na sprzedaż dwie połówki bliźniaka po 153m2. Połówki bliźniaka będą oddane w stanie deweloperski. Idealna lokalizacja Zapraszam do kontaktu: marek Sadowski Tel. 509 000 002,https://i.st-nieruchomosci-online.pl/8yx644c/dom-warszawa.jpg
"Dom z garażem, ul. Strzygłowska","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25651131.html",Wawer Warszawa,1 530 000 zł,"155,78 m²",9 822 zł/m²,bliźniak,5,156 m²,"Oferta bez prowizji od kupującego ! Na sprzedaż oferujemy 3 połówki bliźniaka w trakcie budowy, zlokalizowane w bliskiej części Wawra, przy ulicy Strzygłowskiej. Każda połówka będzie...",https://i.st-nieruchomosci-online.pl/8kzh9qc/dom-warszawa.jpg
"Dom z garażem, ul. Lucerny","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25369788.html",Sadul Warszawa,3 750 000 zł,767 m²,"4 889,18 zł/m²",bliźniak,16,1 074 m²,Wawer Sadul | 2 domy w zabudowie bliźniaczej | Lucerny 72. Dwa Bliźniaki o powierzchni 403m2 oraz 360m2 na działce o powierzchni 1074m2. Budynki są trzypiętrowe licząc z użytkowym...,https://i.st-nieruchomosci-online.pl/8fhtr4c/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25627172.html",Sadyba Warszawa,4 199 000 zł,320 m²,"13 121,88 zł/m²",dom szeregowy,10,260 m²,"W sąsiedztwie parku, jeziorka Czerniakowskiego, stadniny koni i pola golfowego znajduje się do sprzedania segment (skrajny) z 1992 roku. Dom jest klimatyzowany oraz podłączony do alarmu...",https://i.st-nieruchomosci-online.pl/8kyggbc/dom-warszawa.jpg
"Dom bliźniak, ul. Wiechy","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25341308.html",Powsin Warszawa,1 299 000 zł,167 m²,"7 778,44 zł/m²",bliźniak,5,167 m²,"Miasteczko Powsin etap III, to miejsce idealne dla osób szukających balansu pomiędzy miejskim życiem, a spokojem pośród zielonych terenów. To domy zaprojektowane w odpowiedzi na potrzeby...",https://i.st-nieruchomosci-online.pl/8f3symc/dom-z-parkingiem.jpg
Dom bliźniak Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25308984.html",Białołęka Warszawa,1 680 000 zł,135 m²,"12 444,44 zł/m²",bliźniak,6,160 m²,Z przyjemnością przedstawiam Państwu ofertę domu w zabudowie bliźniaczej na Warszawskiej Białołęce. I speak english nieruchomość Dom ma powierzchnię ok. 135m2 i składa się...,https://i.st-nieruchomosci-online.pl/8p5cv6c/dom-warszawa.jpg
Dom bliźniak Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25612527.html",Mokotów Warszawa,4 399 000 zł,240 m²,"18 329,17 zł/m²",bliźniak,6,451 m²,"Dom w zabudowie bliźniaczej, położony w prestiżowej dzielnicy Mokotów. Dom został wybudowany w 1993 roku, ogrzewanie gazowe, kanalizacja. Klimatyzacja. Do odświeżenia Powierzchnia domu:...",https://s.st-nieruchomosci-online.pl/no/gfx/nno-photo-mini.jpg
Dom szeregowy Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25514342.html",Sadyba Warszawa,2 950 000 zł,250 m²,11 800 zł/m²,dom szeregowy,7,214 m²,Bez prowizji od kupującego! ( 0% ) Na sprzedaż budynek / dom z bardzo dużym potencjałem w położony na Warszawskiej Sadybie! Nieruchomość o powierzchni 250 m2 usytuowana na działce...,https://i.st-nieruchomosci-online.pl/8hkc2gc/dom-warszawa.jpg
Willa z tarasem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/20946456.html",Praga-Południe Warszawa,6 890 000 zł,530 m²,13 000 zł/m²,rezydencja,6,662 m²,"Podstawowe zalety: wysokie sufity 5 m, prestiżowa część zabytkowej Saskiej Kępy, ekskluzywna część zabytkowej 1/2 willi z 1932 r., kameralna, duża przestrzeń, cisza, trzy strony świata,...",https://i.st-nieruchomosci-online.pl/83xsxnc/dom-z-balkonem.jpg
Dom wolnostojący Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-balkonem/25593707.html",Miedzeszyn Warszawa,3 300 000 zł,265 m²,"12 452,83 zł/m²",dom wolnostojący,5,2 239 m²,Oferujemy do sprzedaży znakomicie położony dom na uroczej zadrzewionej działce w Wawrze. Doskonała lokalizacja - w najbliższej okolicy przystanek autobusowy (50m) oraz obwodnica Warszawy...,https://i.st-nieruchomosci-online.pl/88t95cc/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/24992444.html",Bielany Warszawa,3 600 000 zł,"143,32 m²","25 118,62 zł/m²",część domu,4,510 m²,Mamy wielką przyjemność zaprezentować skrajny segment w zabudowie bliźniaczej położony w sercu Bielan. Nieruchomość jest wykończona w najwyższym standardzie z dbałością...,https://i.st-nieruchomosci-online.pl/8yd48nc/dom-warszawa.jpg
Dom z garażem,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/24555046.html",Mokotów Warszawa,4 495 000 zł,"421,90 m²","10 654,18 zł/m²",dom szeregowy,10,283 m²,"Segment środkowy o powierzchni 421,9m2 zlokalizowany w Warszawie dzielnica Mokotów. Budynek z 1960r, rozbudowany i nadbudowany w latach 2006r i 2016r, wymienione instalacje...",https://i.st-nieruchomosci-online.pl/hmb9tqc/dom-warszawa.jpg
"Dom z garażem, ul. Rybnicka","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-parkingiem/25599579.html",Włochy Warszawa,5 100 000 zł,275 m²,"18 545,45 zł/m²",dom wolnostojący,7,600 m²,"Mam przyjemność zaprezentować Państwu wyjątkową ofertę sprzedaży przestronnego domu wolnostojącego o powierzchni około 210 m , położonego na atrakcyjnej działce o powierzchni...",https://i.st-nieruchomosci-online.pl/88b2z6c/dom-warszawa.jpg
"Dom z garażem, ul. Cypryjska","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25165764.html",Mokotów Warszawa,2 497 000 zł,297 m²,"8 407,41 zł/m²",część domu,6,186 m²,Zadbany segment na cichej uliczce. Funkcjonalny układ pomieszczeń. Idealny dla pracującej z domu rodziny z kilkorgiem dzieci. Lub na siedzibę firmy. Na parterze znajduje się salon...,https://i.st-nieruchomosci-online.pl/8s9dfxc/dom-warszawa.jpg
"Dom z garażem, ul. Wołodyjowskiego","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,podpiwniczony/25555550.html",Służew Warszawa,6 500 000 zł,434 m²,"14 976,96 zł/m²",dom wolnostojący,7,873 m²,"Oferuję na sprzedaż 2-piętrowy, umeblowany dom o pow. 434 m2 z częściowym poddaszem użytkowym, piwnicą, ogrodem i dwoma tarasami usytuowany na działce o pow. 873 m2 na warszawskim...",https://i.st-nieruchomosci-online.pl/88wsbbc/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25656162.html",Bemowo Warszawa,2 900 000 zł,154 m²,18 831 zł/m²,dom szeregowy,5,-,"Mam przyjemność zaprezentować Państwu wyjątkowy, nowoczesny Dom Szeregowy o powierzchni 154 m2 wykonany w wysokiej jakości materiałów i usytuowany na bezpiecznym, chronionym osiedlu na...",https://i.st-nieruchomosci-online.pl/8kx8gzc/dom-warszawa.jpg
"Dom z garażem, ul. Podmokła","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-balkonem/25552855.html",Radość Warszawa,3 600 000 zł,447 m²,8 054 zł/m²,dom wolnostojący,6,2 586 m²,"Mdp Partners przedstawia: na sprzedaż: wyjątkowy dom w sercu natury! Przedstawiamy Państwu unikatową okazję zakupu pięknego domu położonego w malowniczej dzielnicy Radość,...",https://i.st-nieruchomosci-online.pl/88q3y8c/dom-warszawa-sprzedaz.jpg
Dom z garażem,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25623885.html",Falenica Warszawa,4 950 000 zł,330 m²,15 000 zł/m²,bliźniak,8,859 m²,"Przedstawiamy Państwu dom o niespotykanej powierzchni użytkowej 330m2 oraz ogrodzie wielkości 859m2. Nieruchomość położona jest w jednej z prestiżowych lokalizacji Warszawy, na...",https://i.st-nieruchomosci-online.pl/8kq1ncc/dom-z-parkingiem.jpg
"Dom z garażem, Aleja Wilanowska","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-balkonem/24919070.html",Mokotów Warszawa,4 550 000 zł,450 m²,"10 111,11 zł/m²",dom wolnostojący,12,1 017 m²,"Kamienica / dom na górnym mokotowie do rozbudowy. Lokalizacja: wolnostojący dom, położony jest w jednej z najbardziej pożądanych lokalizacji w Warszawie - na Górnym Mokotowie. Ukryty...",https://i.st-nieruchomosci-online.pl/825hg6c/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/24841887.html",Grabów Warszawa,4 500 000 zł,267 m²,"16 853,93 zł/m²",bliźniak,5,400 m²,"Avenue Estate ma przyjemność przedstawić: exceptional place to exceptional people - Entwined House English version below atuty - Wyjątkowa nowoczesna architektura, niezwykłość bryły - Powierzchnia...",https://i.st-nieruchomosci-online.pl/82tmm2c/dom-warszawa.jpg
Dom z garażem,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25462942.html",Marysin Wawerski Warszawa,1 190 000 zł,170 m²,7 000 zł/m²,dom szeregowy,3,285 m²,"Dom w Marysinie Wawerskim - Idealne Połączenie Spokoju i Bliskości Centrum Warszawy Przedstawiamy Państwu na sprzedaż nieruchomość o powierzchni mieszkalnej 170 m , położoną na...",https://i.st-nieruchomosci-online.pl/8893q8c/dom-warszawa.jpg
Dom z piwnicą Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25263275.html",Sadyba Warszawa,1 900 000 zł,"82,33 m²","23 077,86 zł/m²",kamienica,3,400 m²,"Avenue Estate prezentuje urokliwy oraz artystyczny apartament w najlepszej części Sadyby. Nieruchomość z ogrodem 400m2, miejscem parkingowym, piwnicą oraz strychem! atuty - Duży prywatny...",https://i.st-nieruchomosci-online.pl/8dbh8hc/mieszkanie-warszawa.jpg
"Dom z tarasem, ul. Chełmżyńska","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/23360518.html",Rembertów Warszawa,5 000 000 zł,"962,91 m²","5 192,59 zł/m²",bliźniak,32,1 110 m²,Drodzy Państwo mamy przyjemność zaprezentować Wam dom z ogromnym potencjałem inwestycyjnym w dobrze skomunikowanej części Warszawy-Rembertowa. Lokalizacja Rembertów jako integralna część...,https://i.st-nieruchomosci-online.pl/h24rddc/dom-warszawa.jpg
"Dom z garażem, ul. Jabłoni","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-garazem/23876615.html",Choszczówka Warszawa,3 500 000 zł,300 m²,"11 666,67 zł/m²",dom wolnostojący,5,1 200 m²,"Wolnostojący dom o powierzchni 300m2. Usytuowany na dużej, pięknie zagospodarowanej działce, w otulinie rezerwatu przyrody i pełną infrastrukturą miejską [na wyłączność] english...",https://i.st-nieruchomosci-online.pl/h8ktmyc/dom-warszawa.jpg
Dom z tarasem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25096500.html",Białołęka Warszawa,1 850 000 zł,"149,38 m²","12 384,52 zł/m²",bliźniak,5,300 m²,"Elegancki dom (27) w zielonej okolicy warszawskiej Białołęki. Dom w zabudowie bliźniaczej. Proponujemy tutaj część lewą domu o powierzchni całkowitej 149,38m2 z garażem,...",https://i.st-nieruchomosci-online.pl/8y5mq9c/dom-warszawa-sprzedaz.jpg
"Dom szeregowy, ul. Cieplarniana","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25656900.html",Stara Miłosna Warszawa,1 499 000 zł,150 m²,"9 993,33 zł/m²",dom szeregowy,5,186 m²,"Nowoczesny skrajny segment - Warszawa Stara Miłosna ul. Cieplarniana Marzysz o przestronnym, nowoczesnym mieszkaniu z własnym ogródkiem? O miejscu, gdzie poranna kawa smakuje lepiej na...",https://i.st-nieruchomosci-online.pl/8kxr3yc/dom-warszawa.jpg
Dom bliźniak Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25559046.html",Wawer Warszawa,1 300 000 zł,180 m²,"7 222,22 zł/m²",bliźniak,5,360 m²,"Jednopiętrowy dom (połowa bliźniaka - ok. 180 m2) oraz działka ok. 360 m2 położony w obrębie dzielnicy Wawer, w części Falenicy. Ekspozycja okien południe-północ. Rozkład wnętrza:...",https://i.st-nieruchomosci-online.pl/88yb9dc/dom-warszawa.jpg
"Dom z garażem, ul. Tułowicka","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,podpiwniczony/25180006.html",Bielany Warszawa,2 800 000 zł,"180,45 m²","15 516,76 zł/m²",dom wolnostojący,6,478 m²,"Przestronny dom jednorodzinny w stylu angielskim o powierzchni 180,45 mkw. z sauną i strefą fitness oraz garażem wyposażonym w stację ładowania samochodów elektrycznych,...",https://i.st-nieruchomosci-online.pl/8s2rkfc/dom-warszawa.jpg
